citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-01644,Douglas,Mcdowell,2009-10-01,16,M,N,HH-00349,12,Year 12,Student,Student,20264.0,693,C,20:00-06:00,Y,0453186631,eb82f7c704f343a4,2022-01-05
PR-01645,Deborah,Edwards,1976-01-27,50,F,N,HH-00639,0,Bachelor,Government,Civic Harmony Auditor,76246.0,602,C,20:00-06:00,Y,0410256489,6e24199fea848ab0,2015-10-09
PR-01646,Wendy,Gallagher,1957-10-07,68,F,N,HH-00396,4,Bachelor,Retired,Retired,30317.0,799,B,21:00-06:00,N,0498581654,395587a22093177d,2023-04-18
PR-01647,Diane,Yates,1977-09-02,48,X,Y,HH-00929,5,Year 12,Hospitality,Cook,42917.0,354,D,18:00-07:00 (strict),N,0468538757,3704997191319aa5,2013-06-07
PR-01648,David,Johnson,1982-03-17,44,M,Y,HH-01136,0,Diploma,Unemployed,Unemployed,16861.0,550,C,20:00-06:00,N,0437359832,909512ff269edd58,2021-03-27
PR-01649,Jeffrey,Carney,1994-11-03,31,M,N,HH-00486,11,Year 12,Retail,Bottleshop Attendant,46651.0,753,B,21:00-06:00,Y,0494705607,3f08437f2643f953,2011-12-04
PR-01650,Michael,Fletcher,2009-12-10,16,X,Y,HH-00010,16,Certificate III,Student,Student,17750.0,512,C,20:00-06:00,Y,0424584120,12a8971e22733337,2018-04-03
PR-01651,Sarah,Camacho,1984-06-02,42,F,Y,HH-00256,3,Postgraduate,Public Safety,Correctional Officer,82125.0,613,C,20:00-06:00,Y,0430448683,750c266440d381ed,2012-08-30
PR-01652,Sheena,White,1982-08-01,43,F,N,HH-01128,3,Year 12,Hospitality,Pub Manager,52030.0,783,B,21:00-06:00,Y,0490542263,08d7f4cbf6e5c2cd,2018-06-23
PR-01653,Denise,Macdonald,1998-10-10,27,F,N,HH-00472,21,Postgraduate,Retail,Bottleshop Attendant,53704.0,524,C,20:00-06:00,Y,0474730322,5f2dff61f8c5d54c,2019-07-10
PR-01654,Wesley,Fox,1959-01-01,67,M,Y,HH-00370,7,Bachelor,Retired,Retired,34096.0,516,C,20:00-06:00,Y,0495201958,69160ac4807d9054,2017-03-08
PR-01655,Chase,Tate,1987-10-16,38,X,Y,HH-00890,6,Certificate IV,Government,Council Officer,72623.0,574,C,20:00-06:00,Y,0469672487,f1b28d2057c377ad,2023-10-11
PR-01656,Alexander,Maldonado,1987-05-12,39,M,N,HH-00835,0,Year 12,Hospitality,Roadhouse Attendant,75950.0,630,C,20:00-06:00,Y,0487786608,6e09f28bb0a27a60,2016-11-14
PR-01657,Brittany,Bean,2005-08-10,20,X,Y,HH-00485,12,Year 12,Health,Mental Health Clinician,77253.0,473,D,18:00-07:00 (strict),Y,0430223295,5c6e7703474bce07,2013-07-04
PR-01658,Brad,Rivas,1998-12-27,27,M,N,HH-00296,1,Certificate III,Student,Student,16503.0,487,D,18:00-07:00 (strict),N,0492092334,a56fee9a6dd9ec80,2017-09-16
PR-01659,Tina,Wheeler,1972-09-22,53,F,N,HH-00332,19,Year 12,Mining,Mine Safety Officer,98679.0,673,C,20:00-06:00,Y,0489614817,8fea0563e41dd48e,2024-12-05
PR-01660,Diana,Tapia,2008-04-12,18,X,N,HH-01088,0,Diploma,Pastoral,Station Manager,56983.0,766,B,21:00-06:00,Y,0411212316,a84edb02333c8e60,2021-08-05
PR-01661,Nicholas,Bernard,2007-02-03,19,M,N,HH-00779,5,Year 10,Hospitality,Bartender,55788.0,718,B,21:00-06:00,Y,0473777515,b6262b2ff192bbe3,2014-04-24
PR-01662,Anthony,Schneider,1963-09-03,62,M,N,HH-00227,21,Year 10,Trades,Plumber,71989.0,522,C,20:00-06:00,Y,0493045325,7635c754332d38f4,2012-02-17
PR-01663,Benjamin,Crane,2001-10-31,24,M,Y,HH-00806,22,Year 12,Public Safety,St John Ambulance Volunteer,99810.0,491,D,18:00-07:00 (strict),Y,0444213454,5402efb5fa80d2b4,2016-12-08
PR-01664,Gregory,Hanna,2009-01-05,17,X,N,HH-00303,0,Certificate III,Student,Student,18328.0,531,C,20:00-06:00,Y,0478324734,3f4d384afc86c155,2012-08-08
PR-01665,Samuel,Martin,1986-09-02,39,M,N,HH-00846,11,Certificate III,Indigenous Services,Indigenous Ranger,49327.0,679,C,20:00-06:00,Y,0471516755,ae05c3aceafd86a7,2015-05-05
PR-01666,Karen,Valdez,2009-08-16,16,X,N,HH-00803,16,Diploma,Student,Student,13667.0,706,B,21:00-06:00,N,0481567304,8f41c0d359a2c4cd,2018-03-23
PR-01667,Jessica,Drake,1993-12-26,32,F,Y,HH-00032,8,Year 12,Mining,Haul Truck Driver,112044.0,508,C,20:00-06:00,Y,0432369436,b4238d9066fd6ded,2020-12-10
PR-01668,David,Wade,1977-12-23,48,X,N,HH-00200,0,Year 10,Government,Regional Admin Field Officer,76948.0,729,B,21:00-06:00,N,0414214307,bedf48e75844ac2d,2018-07-13
PR-01669,John,Mcclure,1981-12-19,44,M,Y,HH-01138,4,Certificate IV,Health,Aboriginal Health Worker,74659.0,422,D,18:00-07:00 (strict),N,0412426412,c9e2367cd438e7e5,2019-03-27
PR-01670,Rodney,Avila,1980-04-11,46,X,Y,HH-00380,6,Bachelor,Health,Remote Area Nurse,33915.0,342,D,18:00-07:00 (strict),Y,0482427103,e89702240c7423b8,2019-12-12
PR-01671,Ryan,Simmons,2004-09-24,21,X,Y,HH-00998,5,Year 12,Mining,Mine Safety Officer,87620.0,735,B,21:00-06:00,Y,0483962723,878eba52eb7ceffc,2016-02-20
PR-01672,John,Walker,2007-08-23,18,M,N,HH-00591,4,Certificate IV,Education,Primary Teacher,67782.0,585,C,20:00-06:00,Y,0441750868,d7d4b165e1a8e172,2013-07-10
PR-01673,Kathleen,Soto,2010-04-19,16,F,N,HH-01082,16,Bachelor,Student,Student,15103.0,664,C,20:00-06:00,N,0416340888,340689124d88cf15,2015-06-04
PR-01674,Jessica,Solomon,1996-03-21,30,F,Y,HH-00441,0,Year 10,Health,Mental Health Clinician,116515.0,424,D,18:00-07:00 (strict),N,0490052851,fd065ddc14155386,2013-06-07
PR-01675,Bethany,Leach,2009-08-08,16,F,Y,HH-00321,16,Certificate III,Student,Student,,534,C,20:00-06:00,Y,0445038777,02d8b4e00a4d9c1e,2018-09-04
PR-01676,Kenneth,Williams,1984-04-03,42,X,N,HH-00168,15,Certificate III,Student,Student,19786.0,506,C,20:00-06:00,N,0477465025,19c58952ad9f4cbf,2011-12-26
PR-01677,Brian,Coleman,2005-06-26,21,M,N,HH-00227,21,Certificate III,Hospitality,Pub Manager,72193.0,489,D,18:00-07:00 (strict),Y,0414686812,6821a26fd1b34181,2020-08-08
PR-01678,Laura,King,1979-05-16,47,F,N,HH-00415,18,Bachelor,Pastoral,Station Manager,54341.0,833,B,21:00-06:00,Y,0440994389,aa229712260b028f,2012-07-01
PR-01679,Kathy,Wilson,2010-02-03,16,F,Y,HH-00532,16,Certificate IV,Student,Student,10628.0,635,C,20:00-06:00,N,0462800537,83a029a5f6131ad2,2013-11-13
PR-01680,Clarence,Long,1993-02-18,33,M,N,HH-00626,16,Bachelor,Student,Student,11371.0,690,C,20:00-06:00,Y,0450383896,5cef02af60a749e7,2023-08-17
PR-01681,Elizabeth,Matthews,1999-12-26,26,F,Y,HH-00549,3,Certificate IV,Mining,Haul Truck Driver,116980.0,724,B,21:00-06:00,Y,0474114036,4a892aa3fa3a4604,2020-09-26
PR-01682,Marcus,Baker,2010-01-24,16,M,N,HH-00147,16,Year 12,Student,Student,15514.0,739,B,21:00-06:00,N,0426761671,c51346753d2edfcc,2023-07-21
PR-01683,Jacob,Lopez,1968-07-10,58,X,N,HH-01148,15,Certificate III,Pastoral,Station Manager,55348.0,581,C,20:00-06:00,Y,0476961753,b88fee5ccb66e183,2019-10-23
PR-01684,Shelby,Rodriguez,1999-11-04,26,F,N,HH-00312,26,Diploma,Government,Compliance Inspector,112820.0,646,C,20:00-06:00,Y,0490166601,e855850b9da9d7cf,2011-06-08
PR-01685,Bruce,Jackson,1964-09-11,61,M,N,HH-00747,14,Certificate III,Mining,Mine Geologist,198079.0,638,C,20:00-06:00,Y,0475645744,4bccd62a651a6ccc,2021-01-14
PR-01686,Sheila,Church,2005-04-26,21,F,Y,HH-00555,6,Diploma,Pastoral,Stockman,32085.0,704,B,21:00-06:00,N,0489984645,44efa0deff912d57,2018-03-02
PR-01687,Lisa,Dickson,2006-07-04,20,F,N,HH-01020,9,Postgraduate,Health,GP,133180.0,904,A,22:00-06:00 (advisory only),N,0419125390,476714abd034ce59,2020-10-14
PR-01688,Michael,Foster,1990-03-10,36,M,N,HH-00813,17,Certificate III,Trades,Builder,83189.0,552,C,20:00-06:00,Y,0446332731,b88dfbcdac385d35,2013-02-07
PR-01689,Alexander,Rodriguez,1983-08-17,42,X,N,HH-00827,0,Certificate IV,Government,Compliance Inspector,84486.0,696,C,20:00-06:00,Y,0453114614,2df4a5905e619f3f,2024-12-09
PR-01690,Michele,Clark,1985-01-25,41,X,Y,HH-01003,3,Year 10,Government,Compliance Inspector,66077.0,677,C,20:00-06:00,N,0423610100,15262f74296593cd,2020-06-13
PR-01691,Jeffrey,Garrett,1963-05-18,63,M,N,HH-00261,16,Certificate IV,Government,Compliance Inspector,101097.0,771,B,21:00-06:00,Y,0417346961,03eb4be3552e6bdc,2014-01-10
PR-01692,Elizabeth,Ford,1966-06-19,60,F,N,HH-00742,32,Year 12,Trades,Plumber,56510.0,620,C,20:00-06:00,Y,0470161332,22f8efd6c1371f8c,2011-08-29
PR-01693,Christopher,Hernandez,2010-01-28,16,M,Y,HH-00033,13,Certificate IV,Student,Student,11751.0,513,C,20:00-06:00,Y,0428944305,d0db0d1bfa59d15c,2024-11-05
PR-01694,Kaitlyn,Heath,2009-11-22,16,F,N,HH-00007,12,Year 10,Student,Student,21270.0,554,C,20:00-06:00,N,0471907135,4a884658c2552d43,2014-03-04
PR-01695,Laura,Bass,1997-01-06,29,F,N,HH-00027,5,Certificate III,Retail,Bottleshop Attendant,47483.0,659,C,20:00-06:00,Y,0490937930,c50175319f121a6c,2011-06-19
PR-01696,Mark,Marquez,1981-06-23,45,M,N,HH-00170,11,Year 10,Education,Indigenous Education Worker,59002.0,561,C,20:00-06:00,Y,0481115416,d1680e3b752de60d,2023-03-26
PR-01697,Omar,Larson,1983-12-08,42,M,Y,HH-00823,20,Bachelor,Retail,Supermarket Worker,52730.0,603,C,20:00-06:00,Y,0490648127,068e2f001e58e6f3,2015-06-04
PR-01698,John,Tucker,2007-11-29,18,M,N,HH-00015,0,Certificate III,Hospitality,Bartender,66169.0,602,C,20:00-06:00,Y,0484734631,89251d569f79638c,2019-11-30
PR-01699,Meghan,Velasquez,1995-01-09,31,F,N,HH-00249,7,Year 12,Education,Principal,81499.0,827,B,21:00-06:00,Y,0484470967,282181b11a8dfc19,2021-05-09
PR-01700,Joseph,Henderson,1986-04-07,40,M,Y,HH-00280,19,Diploma,Pastoral,Bore Runner,41978.0,415,D,18:00-07:00 (strict),Y,0498703668,fa2fa92fd128a862,2012-03-29
PR-01701,Steven,Butler,1978-01-26,48,M,N,HH-00833,0,Year 10,Education,Indigenous Education Worker,84898.0,767,B,21:00-06:00,Y,0424412290,076b91743696f50e,2018-04-12
PR-01702,Teresa,Reed,1992-12-03,33,F,N,HH-00768,10,Bachelor,Pastoral,Station Manager,60882.0,679,C,20:00-06:00,Y,0474315902,2ab12314f06f2b5f,2011-08-24
PR-01703,Dwayne,Lee,1976-01-01,50,M,N,HH-00246,24,Certificate IV,Trades,Builder,74707.0,661,C,20:00-06:00,Y,0451660060,42ba63117c9398d3,2014-08-08
PR-01704,Daniel,Stout,1993-03-23,33,M,N,HH-00988,19,Certificate IV,Mining,Process Plant Technician,170000.0,491,D,18:00-07:00 (strict),N,0494437041,86ab6afaf67a24a6,2019-10-13
PR-01705,Ryan,Sandoval,2003-02-22,23,M,N,HH-00436,20,Certificate IV,Health,Pharmacist,107633.0,757,B,21:00-06:00,Y,0413891393,dc12be870b8aac6e,2015-06-18
PR-01706,Michelle,Moyer,2002-05-10,24,F,Y,HH-00888,16,Certificate IV,Health,GP,97903.0,653,C,20:00-06:00,Y,0441400578,1859a9e43867ce4c,2020-10-10
PR-01707,Morgan,Flynn,2010-04-12,16,F,Y,HH-00416,13,Certificate IV,Student,Student,12396.0,501,C,20:00-06:00,Y,0448586233,2e4d56dd9eec04be,2023-03-06
PR-01708,Marco,Campbell,1994-08-09,31,M,Y,HH-00061,17,Certificate IV,Unemployed,Unemployed,24005.0,413,D,18:00-07:00 (strict),N,0499924796,65c6f62799fe6255,2020-09-09
PR-01709,David,Gonzalez,1993-11-16,32,X,N,HH-00781,13,Postgraduate,Education,Indigenous Education Worker,64313.0,670,C,20:00-06:00,Y,0475804038,69e6210013373dd9,2012-10-06
PR-01710,Jennifer,Chaney,1963-08-25,62,F,N,HH-00868,0,Year 10,Health,Pharmacist,58919.0,408,D,18:00-07:00 (strict),Y,0424919894,80fb767b289263e1,2014-04-14
PR-01711,Brandon,Smith,1997-06-11,29,X,Y,HH-00441,4,Diploma,Retail,Hardware Store Clerk,49635.0,375,D,18:00-07:00 (strict),N,0498929256,664a289ca92808e8,2016-05-08
PR-01712,Caitlin,Clayton,1983-05-02,43,F,Y,HH-00033,14,Bachelor,Trades,Builder,88149.0,319,D,18:00-07:00 (strict),Y,0454045721,e74cc4ae109c4594,2011-10-20
PR-01713,Bryce,Jordan,1984-10-13,41,X,Y,HH-00227,14,Bachelor,Unemployed,Unemployed,23681.0,571,C,20:00-06:00,N,0437663707,29e0401e0b259154,2013-01-16
PR-01714,Danny,Scott,2005-10-24,20,M,N,HH-01145,12,No formal,Mining,Mine Safety Officer,183184.0,728,B,21:00-06:00,Y,0434457853,55ec65d167d25273,2016-04-29
PR-01715,Anthony,Rich,2009-08-12,16,M,Y,HH-00280,12,Diploma,Student,Student,8754.0,451,D,18:00-07:00 (strict),N,0425311147,93fcc4cab1c694b8,2013-06-20
PR-01716,Melissa,Robertson,1971-09-22,54,F,Y,HH-00561,19,Year 10,Hospitality,Bartender,68335.0,487,D,18:00-07:00 (strict),N,0455172233,202d4a6f1f0a5a60,2021-03-29
PR-01717,Sara,Kim,1971-07-09,55,X,N,HH-01049,12,Certificate IV,Mining,Process Plant Technician,83359.0,526,C,20:00-06:00,N,0486887786,4b8bfb6074cc266d,2023-02-19
PR-01718,Brian,Rodriguez,1995-05-16,31,M,N,HH-00605,2,Year 12,Hospitality,Caravan Park Host,22741.0,808,B,21:00-06:00,N,0467072792,c393418acda6a870,2022-04-21
PR-01719,Travis,Colon,1996-09-11,29,M,Y,HH-00061,0,Diploma,Health,Aboriginal Health Worker,129041.0,600,C,20:00-06:00,Y,0412773948,55a370f604b81b58,2012-10-29
PR-01720,Mark,Pitts,1991-07-03,35,M,N,HH-00791,11,Year 10,Trades,Electrician,103989.0,787,B,21:00-06:00,Y,0426312537,441af1564cb9697f,2013-07-20
PR-01721,Dorothy,Alexander,1980-09-20,45,F,Y,HH-00662,0,Year 10,Mining,Process Plant Technician,151777.0,738,B,21:00-06:00,Y,0473660887,16b8b8e5704ac3f2,2021-08-10
PR-01722,Annette,Holland,1981-05-04,45,F,N,HH-00974,23,Year 12,Government,Council Officer,89004.0,720,B,21:00-06:00,Y,0487036650,f05d1bd17aa9ac44,2013-04-13
PR-01723,Sarah,Gonzales,1994-07-20,31,F,N,HH-00320,20,Bachelor,Indigenous Services,Indigenous Ranger,81321.0,630,C,20:00-06:00,Y,0415733311,c70fd828850dd153,2022-02-13
PR-01724,Danielle,Lamb,1982-01-25,44,F,Y,HH-00929,3,Year 12,Pastoral,Bore Runner,46304.0,449,D,18:00-07:00 (strict),Y,0456070372,dff9428092905bad,2018-06-04
PR-01725,Christopher,Watson,2006-10-24,19,X,Y,HH-00080,12,Year 10,Mining,Mine Safety Officer,127738.0,633,C,20:00-06:00,Y,0478405004,bd1c9bc2bf6747cc,2016-05-26
PR-01726,Elizabeth,Hernandez,1992-12-15,33,X,N,HH-00817,3,Bachelor,Pastoral,Stockman,49984.0,579,C,20:00-06:00,Y,0410954878,4979c1dedc9fd620,2017-04-04
PR-01727,Crystal,Pham,1995-10-03,30,F,N,HH-00411,7,Year 10,Unemployed,Unemployed,21905.0,538,C,20:00-06:00,N,0449177990,12febc2197530e86,2017-01-30
PR-01728,Jimmy,Phelps,1996-08-01,29,M,Y,HH-01116,29,Year 12,Unemployed,Unemployed  ,21488.0,530,C,20:00-06:00,N,0434956094,cef35d78e3030cc5,2016-06-01
PR-01729,Amanda,Thomas,1971-01-18,55,F,N,HH-01109,0,Year 12,Mining,Mine Safety Officer,129933.0,650,C,20:00-06:00,Y,0492335103,f64b8e08c7a5e806,2022-08-22
PR-01730,Terri,Miller,1988-08-06,37,F,Y,HH-00868,8,Year 12,Pastoral,Bore Runner,66513.0,443,D,18:00-07:00 (strict),Y,0431261155,6b374e0dd08aa321,2025-02-05
PR-01731,Frank,Brown,2009-09-03,16,X,N,HH-00091,0,Certificate III,Student,Student,16450.0,788,B,21:00-06:00,Y,0443470412,308a99e7c595d5af,2020-08-05
PR-01732,Margaret,Orr,1984-04-11,42,F,N,HH-00890,18,Year 12,Health,Aboriginal Health Worker,55560.0,546,C,20:00-06:00,Y,0465325710,8d87f40619a3340c,2020-03-12
PR-01733,Michelle,Guerrero,1998-06-20,28,F,N,HH-01060,0,Postgraduate,Trades,Builder  ,75121.0,754,B,21:00-06:00,Y,0437479430,58f464ad94771d59,2015-06-30
PR-01734,Jennifer,Becker,1985-10-09,40,F,N,HH-00894,0,Certificate III,Trades,Plumber,76250.0,798,B,21:00-06:00,Y,0460104145,dd369a05b7f6e438,2015-08-13
PR-01735,Natalie,Blankenship,1985-06-21,41,F,Y,HH-00985,21,No formal,Mining,Mine Safety Officer,158721.0,679,C,20:00-06:00,Y,0429154201,aee0b9801e82d847,2015-04-09
PR-01736,Joseph,Knapp,2001-12-04,24,M,Y,HH-00731,9,Year 12,Unemployed,Unemployed,19585.0,432,D,18:00-07:00 (strict),Y,0446317732,836b29c52ba5a7ce,2017-08-07
PR-01737,Daniel,Stephens,1991-05-11,35,M,N,HH-00493,7,Year 12,Hospitality,Bartender,33768.0,368,D,18:00-07:00 (strict),Y,0412900141,f32dc5b3a1f39c3b,2020-06-24
PR-01738,Heidi,Barron,2009-12-06,16,X,N,HH-00293,10,Certificate III,Student,Student,11038.0,521,C,20:00-06:00,Y,0498486477,c3455544799fa54d,2017-01-06
PR-01739,James,Turner,1982-08-25,43,X,N,HH-00264,8,Year 12,Unemployed,Unemployed,18550.0,636,C,20:00-06:00,N,0447342004,4e72237df094f079,2016-01-14
PR-01740,Jessica,Singh,1991-10-22,34,X,N,HH-00043,13,Diploma,Government,Compliance Inspector,88054.0,715,B,21:00-06:00,Y,0441826980,8bd12b5b30672ef2,2025-03-28
PR-01741,Diane,Davis,1964-10-13,61,F,N,HH-01114,18,Year 10,Education,Principal,92245.0,682,C,20:00-06:00,Y,0436379956,baac3a6f7757b0a8,2018-08-26
PR-01742,Nicole,Moore,1987-08-16,38,F,N,HH-00487,12,Bachelor,Public Safety,Regional Police Officer,98594.0,698,C,20:00-06:00,Y,0446371543,517c3b0cfd1db1cd,2022-07-04
PR-01743,Leslie,Allen,1998-03-26,28,F,Y,HH-00501,16,Postgraduate,Hospitality,Bartender,43055.0,437,D,18:00-07:00 (strict),N,0437587974,1b398a0fb6d3b77b,2021-07-10
PR-01744,Valerie,Rodriguez,2009-11-06,16,X,N,HH-00982,12,No formal,Student,Student,16680.0,575,C,20:00-06:00,Y,0441411837,2bde1f0594e76952,2016-07-29
PR-01745,Mark,Gomez,1970-12-19,55,M,Y,HH-00357,14,Year 10,Mining,Haul Truck Driver,145364.0,426,D,18:00-07:00 (strict),Y,0491207477,5639c40992126c91,2020-06-19
PR-01746,Belinda,Evans,1996-08-23,29,F,N,HH-00832,11,Year 12,Unemployed,Unemployed,26778.0,797,B,21:00-06:00,N,0466254829,47304d1717c64dee,2017-09-11
PR-01747,Victoria,Trujillo,1988-04-05,38,F,N,HH-01132,0,Year 12,Health,Aboriginal Health Worker,97064.0,857,A,22:00-06:00 (advisory only),Y,0415304180,d64f419a53ca59bd,2019-04-09
PR-01748,Stephanie,Burton,1989-06-05,37,F,N,HH-01132,28,Bachelor,Mining,Mine Geologist,38234.0,768,B,21:00-06:00,N,0497560003,d9a9724006061981,2019-09-10
PR-01749,Hayley,Mitchell,1985-11-22,40,F,N,HH-00277,16,Year 10,Mining,Haul Truck Driver,121521.0,820,B,21:00-06:00,Y,0476403941,6a258d2027c2a3e9,2021-05-12
PR-01750,Emily,Klein,1985-07-15,40,X,Y,HH-00828,14,No formal,Mining,Haul Truck Driver,146449.0,504,C,20:00-06:00,Y,0483932265,c4cb750472dfcf02,2014-10-27
PR-01751,Erin,Aguilar,1989-06-09,37,F,N,HH-00773,3,Year 10,Retail,Hardware Store Clerk,58315.0,820,B,21:00-06:00,Y,0429386792,a375796eee41bdc3,2016-05-30
PR-01752,Brent,Dawson,1989-02-18,37,M,N,HH-01034,6,Diploma,Education,Indigenous Education Worker,55922.0,700,B,21:00-06:00,Y,0430270011,992241578a8c33f0,2012-07-01
PR-01753,Antonio,Beasley,2002-02-26,24,M,N,HH-00277,5,Year 12,Hospitality,Pub Manager,49509.0,738,B,21:00-06:00,Y,0476573189,106c75d76d5401bc,2017-08-07
PR-01754,Jaclyn,Fox,1964-05-03,62,F,Y,HH-00929,7,Year 12,Indigenous Services,Land Council Liaison,66600.0,444,D,18:00-07:00 (strict),Y,0481614472,b5fd83a2796bc295,2018-08-14
PR-01755,Ralph,Baker,1971-06-18,55,X,Y,HH-00315,11,Diploma,Hospitality,Roadhouse Attendant,35166.0,415,D,18:00-07:00 (strict),Y,0473738810,91cfabc9a49118f4,2017-04-12
PR-01756,Jessica,Galvan,1978-04-27,48,F,N,HH-00300,20,Year 10,Education,Secondary Teacher,81057.0,778,B,21:00-06:00,N,0414717473,72d0481c1df4ad4b,2024-12-23
PR-01757,Samantha,Thomas,1967-09-14,58,F,N,HH-00249,0,Bachelor,Public Safety,St John Ambulance Volunteer,72758.0,879,A,22:00-06:00 (advisory only),Y,0428192133,307a6f040f90db95,2021-04-23
PR-01758,Beverly,Bush,1996-09-18,29,F,N,HH-00871,3,Certificate IV,Health,Pharmacist,83463.0,640,C,20:00-06:00,Y,0472390619,3df432398e541b41,2013-01-02
PR-01759,Daniel,Kennedy,1975-09-07,50,M,Y,HH-00173,20,Year 12,Hospitality,Pub Manager,32875.0,507,C,20:00-06:00,N,0411654134,b43474215ec7ca3f,2024-07-27
PR-01760,Jaclyn,Crane,1984-11-16,41,F,Y,HH-00099,0,Certificate IV,Pastoral,Station Hand,75588.0,424,D,18:00-07:00 (strict),Y,0422552604,76433f14f0b1571a,2017-01-27
PR-01761,Barbara,Armstrong,1999-03-25,27,F,N,HH-00123,24,Diploma,Health,Remote Area Nurse,105146.0,771,B,21:00-06:00,Y,0420142901,7abeadd8e35e8b95,2013-07-01
PR-01762,Jacob,Ritter,1995-10-28,30,M,Y,HH-00473,19,Year 12,Public Safety,Fire & Rescue,82291.0,424,D,18:00-07:00 (strict),N,0447490735,ad679e48de964977,2018-02-26
PR-01763,Rick,Thomas,1990-05-13,36,M,N,HH-00384,14,Certificate III,Mining,Mine Geologist,112007.0,513,C,20:00-06:00,N,0419180850,6584edf08d1e2e51,2012-01-13
PR-01764,steven,Small,1996-07-04,30,M,N,HH-00189,7,Year 10,Government,Surveillance Operator,78656.0,624,C,20:00-06:00,N,0440277222,bbbc30a0764c62ce,2022-10-27
PR-01765,Katherine,Martinez,1976-02-13,50,F,N,HH-00804,9,Year 12,Unemployed,Unemployed,13733.0,634,C,20:00-06:00,Y,0496965812,c6fe3bd37a294b50,2023-07-16
PR-01766,Jason,Berry,1988-07-02,38,M,Y,HH-00870,17,Diploma,Unemployed,Unemployed,8339.0,443,D,18:00-07:00 (strict),Y,0499163380,9ef0fecd39fb72ae,2023-12-16
PR-01767,Rachael,Alvarez,1990-09-14,35,F,Y,HH-00973,20,Bachelor,Education,Principal,74416.0,630,C,20:00-06:00,Y,0413033850,ef1abf69a909b312,2019-10-31
PR-01768,Philip,Wagner,1983-07-31,42,M,Y,HH-00282,16,Year 12,Health,Remote Area Nurse,126561.0,610,C,20:00-06:00,Y,0464891734,71205f31d9acc909,2017-08-26
PR-01769,Joann,Cline,1992-08-09,33,F,N,HH-01041,7,No formal,Indigenous Services,Indigenous Ranger,88597.0,671,C,20:00-06:00,Y,0446285546,b65bf48889b8b46a,2022-07-20
PR-01770,Mary,Ortiz,1994-07-19,31,F,N,HH-00077,8,Certificate III,Hospitality,Roadhouse Attendant,54588.0,775,B,21:00-06:00,Y,0424267429,97eaf04c72a99a22,2016-11-20
PR-01771,Amber,Rubio,2007-07-29,18,X,Y,HH-00153,15,Year 12,Hospitality,Roadhouse Attendant,51460.0,687,C,20:00-06:00,Y,0464304950,dbeceaf1ef507245,2021-08-27
PR-01772,Maria,Cline,1978-09-05,47,F,N,HH-00883,10,Certificate III,Unemployed,Unemployed,27903.0,672,C,20:00-06:00,Y,0478946993,b8495bd64ef63d85,2019-05-12
PR-01773,Robert,Zimmerman,1992-05-05,34,M,Y,HH-00509,12,Certificate III,Mining,FIFO Drill Operator,122716.0,538,C,20:00-06:00,Y,0471228317,aba6f7e75648601e,2013-01-31
PR-01774,Kristin,Lee,1972-07-01,54,F,N,HH-00212,8,No formal,Pastoral,Station Hand,67286.0,665,C,20:00-06:00,Y,0414365968,30daa223aeb0dc77,2019-06-06
PR-01775,Anthony,Hudson,1978-02-13,48,M,N,HH-00762,10,Certificate III,Hospitality,Roadhouse Attendant,39084.0,601,C,20:00-06:00,Y,0464178854,79518c866cfd3035,2018-01-05
PR-01776,Penny,Martinez,1981-10-14,44,X,N,HH-00507,11,Certificate III,Public Safety,Correctional Officer,107715.0,837,B,21:00-06:00,N,0493930001,45af1a0a79d0ce4e,2013-11-14
PR-01777,Albert,Buchanan,1967-04-05,59,M,N,HH-00139,9,Certificate III,Student,Student,13764.0,597,C,20:00-06:00,N,0446295026,384a937b95bd0d50,2021-03-25
PR-01778,Stephen,Wallace,1982-06-21,44,M,N,HH-00169,0,No formal,Mining,Process Plant Technician,150093.0,516,C,20:00-06:00,Y,0446818748,f9c6c62a502e75af,2019-11-06
PR-01779,James,Williams,1990-04-05,36,M,Y,HH-00972,9,Year 12,Mining,Mine Geologist,157142.0,532,C,20:00-06:00,Y,0429915816,a1dcfbe09a43dac4,2011-09-05
PR-01780,Jessica,Perry,2009-01-02,17,F,N,HH-00612,17,Bachelor,Student,Student,16672.0,683,C,20:00-06:00,N,0410265528,b49898f24304f747,2015-10-18
PR-01781,Dawn,Wilson,1981-07-01,45,F,Y,HH-00595,13,Diploma,Government,Compliance Inspector,103055.0,483,D,18:00-07:00 (strict),N,0470859288,9063008cd9589321,2013-09-15
PR-01782,Charles,Scott,1996-09-07,29,M,Y,HH-00076,6,Diploma,Hospitality,Bartender,49402.0,469,D,18:00-07:00 (strict),N,0422077084,08f1ae036e265a58,2015-08-25
PR-01783,Jennifer,Jackson,2010-02-25,16,F,Y,HH-00200,16,Certificate IV,Student,Student,22127.0,609,C,20:00-06:00,N,0422394373,8a4e4adfd88d40e4,2015-11-28
PR-01784,Alexander,Brown,2009-09-17,16,M,N,HH-00493,9,Bachelor,Student,Student,23644.0,622,C,20:00-06:00,Y,0476366924,7aa66a9da93f3676,2015-11-01
